name,fips,code,number,district,district_code,census_2010_white,census_2010_black,census_2010_latino,census_2010_api,census_2010_native,census_2010_other,acs_2015_pct_bachelor_ge25,acs_2015_pct_bachelor_white_ge25,acs_2015_median_hh_income,2016_pres_total,2016_pres_d,2016_pres_r,2016_pres_other,2012_pres_total,2012_pres_d,2012_pres_r,2012_pres_other,2008_pres_total,2008_pres_d,2008_pres_r,2008_pres_other,2016_house_total,2016_house_d,2016_house_r,2016_house_other,2014_house_total,2014_house_d,2014_house_r,2014_house_other,2012_house_d,2012_house_r,2012_house_other,2016_pvi,2012_pvi,2008_pvi,pop_total,pop_white,pop_black,pop_latino,pop_api,pop_native,pop_other,pop_total_ge18,pop_white_ge18,pop_black_ge18,pop_latino_ge18,pop_api_ge18,pop_native_ge18,pop_other_ge18
Mississippi,28,MS,1,Mississippi 1st,MS-01,71.5,24.5,2.5,0.7,0.2,0.6,19.9,22.2,"$43,910","310,622","100,770","203,144",,"319,986","118,438","197,984",,"324,760","118,704","202,760",,"300,423","83,947","206,455","10,021","151,111","43,713","102,622","4,776","114,076","186,760",,-18,-14.5,-16.8,"741,837","510,852","194,586","22,647","4,845","1,446","7,461","553,526","395,515","135,737","14,109","3,663","1,114","3,388"
Mississippi,28,MS,2,Mississippi 2nd,MS-02,35.7,61.1,1.8,0.5,0.3,0.5,17.7,23.6,"$32,152","291,427","185,208","102,392",,"330,543","219,416","109,228",,"335,114","215,143","118,035",,"286,626","192,343","83,542","10,741","148,646","100,688",0,"47,958","214,978","99,160",,13.3,14.8,10.9,"741,862","239,425","477,582","13,682","3,764","2,420","4,989","543,684","194,102","332,383","9,832","2,961","1,681","2,725"
Mississippi,28,MS,3,Mississippi 3rd,MS-03,63.3,32.3,2.2,0.9,0.8,0.6,25.2,30.1,"$42,817","323,853","119,108","198,527",,"340,146","132,968","204,180",,"341,622","131,202","207,867",,"316,445","96,101","209,490","10,854","170,946","47,744","117,771","5,431",0,"234,717",,-13.6,-12.5,-15,"741,822","449,767","254,546","17,169","6,799","7,404","6,137","557,605","352,737","179,916","12,107","5,080","4,688","3,077"
Mississippi,28,MS,4,Mississippi 4th,MS-04,72.9,20.9,3.4,1.5,0.4,1,20.4,22.5,"$42,383","283,455","80,045","196,652",,"294,909","92,127","199,354",,"288,369","89,613","195,935",,"278,779","77,505","181,323","19,951","155,576","37,869","108,776","8,931","82,344","182,998",,-22.2,-20.4,-22.3,"741,776","522,243","166,798","27,983","11,017","2,575","11,160","556,927","405,892","116,214","18,929","8,467","1,957","5,468"
Missouri,29,MO,1,Missouri 1st,MO-01,47.3,45.5,2.7,2.8,0.2,1.5,30.5,42.7,"$42,145","319,606","246,107","60,136",,"350,829","280,194","66,286",,"384,801","309,062","71,725",,"314,024","236,993","62,714","14,317","163,494","119,315","35,273","8,906","267,927","60,832",,29.3,28.9,27.5,"748,540","319,451","368,775","22,783","19,440","1,534","16,557","575,685","272,167","261,898","15,490","16,129","1,215","8,786"
Missouri,29,MO,2,Missouri 2nd,MO-02,90.2,3.1,2,3.7,0.1,0.9,47.2,47.2,"$77,477","420,072","177,647","220,842",,"411,992","170,727","235,428",,"429,449","199,128","225,911",,"413,296","155,689","241,954","15,653","231,117","75,384","148,191","7,542","146,272","236,971",,-6.5,-9.9,-6.8,"748,401","664,294","24,801","17,629","29,374","1,117","11,186","572,513","516,348","17,774","11,289","21,201",838,"5,063"
Missouri,29,MO,3,Missouri 3rd,MO-03,93.2,3.1,1.7,0.9,0.3,0.9,24.5,24.2,"$57,578","378,846","106,365","254,183",,"353,496","127,443","219,156",,"370,056","158,404","206,620",,"368,333","102,891","249,865","15,577","191,620","52,021","130,940","8,659","111,189","214,843",,-21.6,-15.2,-10.3,"748,398","688,887","23,839","15,989","6,734","2,133","10,816","563,086","524,617","17,237","9,743","4,874","1,647","4,968"
Missouri,29,MO,4,Missouri 4th,MO-04,89.7,4.3,2.6,1.5,0.5,1.4,25.2,24.6,"$45,735","340,290","99,844","222,162",,"329,292","119,908","201,672",,"350,083","146,703","197,817",,"332,234","92,510","225,348","14,376","176,286","46,464","120,014","9,808","113,120","192,237",,-20.1,-14.7,-11.1,"749,315","661,410","33,714","24,278","10,807","3,622","15,484","573,748","514,675","24,803","14,999","8,562","2,782","7,927"
Missouri,29,MO,5,Missouri 5th,MO-05,69,20.2,6.8,1.8,0.4,1.6,27.2,31.6,"$46,396","328,803","177,772","133,458",,"338,346","199,298","133,185",,"370,231","229,496","136,071",,"324,270","190,766","123,771","9,733","153,635","79,256","69,071","5,308","200,290","122,149",,6,8,9.1,"748,737","488,072","162,753","62,467","13,701","3,099","18,645","569,063","392,820","115,228","38,874","10,423","2,444","9,274"
Missouri,29,MO,6,Missouri 6th,MO-06,91.2,3.6,2.7,1.2,0.3,1,27.3,27.5,"$56,422","354,014","112,056","223,375",,"341,953","129,610","205,283",,"359,371","154,736","198,560",,"350,444","99,692","238,388","12,364","186,970","55,157","124,616","7,197","108,503","216,906",,-17.7,-13.3,-9.9,"748,760","671,952","28,069","24,951","8,941","2,523","12,324","564,869","515,112","20,613","15,126","6,509","1,945","5,564"
Missouri,29,MO,7,Missouri 7th,MO-07,91.5,1.5,3.3,1.2,0.9,1.5,24,24.7,"$43,823","342,069","84,419","240,690",,"325,978","98,916","220,216",,"342,504","121,064","216,172",,"338,607","92,756","228,692","17,159","163,957","47,282","104,054","12,621","98,498","203,565",,-25.1,-21,-17.8,"748,406","671,805","11,760","32,310","9,506","6,987","16,038","571,140","522,790","8,487","19,015","6,980","5,101","8,767"
Missouri,29,MO,8,Missouri 8th,MO-08,92.6,4.1,1.3,0.6,0.4,1,15.6,15.7,"$40,327","317,749","66,858","239,666",,"305,437","97,700","201,214",,"321,648","123,319","192,937",,"308,871","70,009","229,792","9,070","159,224","38,721","106,124","14,379","73,755","216,083",,-29.3,-19.3,-14.7,"748,370","684,877","33,438","12,063","4,481","3,047","10,464","573,387","530,763","23,571","7,276","3,580","2,425","5,772"
Montana,30,MT,AL,Montana At-Large,MT-AL,90,0.3,2.3,0.7,5.1,1.6,30.6,32,"$49,509","494,525","177,709","279,240",,"483,932","201,839","267,928",,"491,767","232,159","243,882",,"507,831","205,919","285,358","16,554","367,963","148,690","203,871","15,402","204,939","255,468",,-12.2,-9,-4.9,"989,415","868,628","3,743","28,565","6,747","59,902","21,830","765,852","689,188","2,617","17,420","5,302","38,949","12,376"
Nebraska,31,NE,1,Nebraska 1st,NE-01,87.9,2.3,5.8,2.1,0.9,1,29.9,31.2,"$54,647","276,046","100,030","158,629",,"264,718","107,994","152,122",,"267,008","117,514","144,470",,"273,238","83,467","189,771",0,"179,057","55,838","123,219",0,"81,206","174,889",,-12.4,-10.4,-8.8,"608,065","516,832","14,907","45,360","12,787","6,909","11,270","458,727","403,070","10,348","26,641","9,555","4,348","4,765"
Nebraska,31,NE,2,Nebraska 2nd,NE-02,78.3,9.2,8.2,2.5,0.4,1.3,38.5,42.4,"$61,607","285,211","131,102","137,506",,"266,720","121,971","140,880",,"267,039","133,016","129,890",,"288,308","137,602","141,066","9,640","171,050","83,872","78,157","9,021","129,767","133,964",,-2.3,-5.6,-3.1,"609,223","454,079","61,305","61,976","15,680","2,755","13,428","447,161","350,324","41,319","36,613","11,309","1,943","5,653"
Nebraska,31,NE,3,Nebraska 3rd,NE-03,89.7,0.7,7.6,0.7,0.7,0.6,21.9,23.4,"$50,009","266,918","53,362","199,826",,"259,224","72,116","182,062",,"266,981","82,789","178,619",,"226,720",0,"226,720",0,"184,964","45,524","139,440",0,"65,266","187,423",,-30,-23.6,-22,"609,053","528,842","4,747","60,069","4,418","5,133","5,844","461,232","413,562","3,314","34,967","3,239","3,346","2,804"
Nevada,32,NV,1,Nevada 1st,NV-01,42.3,9.5,36.5,9,0.5,2.2,15.4,22.4,"$37,299","196,840","121,321","64,233",,"187,686","123,205","60,813",,"189,190","122,041","62,527",,"188,352","116,537","54,174","17,641","80,299","45,643","30,413","4,243","113,967","56,521",,14.3,15,12.4,"674,442","246,051","63,635","287,756","55,478","3,099","18,423","509,371","215,645","48,217","185,912","46,076","2,538","10,983"
Nevada,32,NV,2,Nevada 2nd,NV-02,73.8,1.7,16.6,4.3,1.8,1.8,26,30.1,"$56,823","326,011","129,318","169,631",,"293,476","131,542","155,187",,"285,982","141,357","137,916",,"313,336","115,722","182,676","14,938","186,210","52,016","122,402","11,792","102,019","162,213",,-7.9,-6.1,-3.1,"675,971","469,069","11,684","138,087","27,912","12,641","16,578","515,125","379,952","8,925","85,495","22,255","9,378","9,120"
Nevada,32,NV,3,Nevada 3rd,NV-03,64.4,5.9,13.5,13.1,0.4,2.7,31.8,33.9,"$64,914","325,602","151,552","154,815",,"283,656","140,501","138,238",,"262,257","140,378","116,908",,"310,963","146,869","142,926","21,168","145,719","52,644","88,528","4,547","116,823","137,244",,-1.6,-1.6,0.9,"675,469","412,783","41,181","105,955","86,223","2,751","26,576","521,733","335,885","30,810","70,493","68,194","2,170","14,181"
Nevada,32,NV,4,Nevada 4th,NV-04,54.7,13.2,23,6,0.8,2.3,19.8,24.7,"$54,731","276,932","137,070","123,380",,"250,100","136,124","109,330",,"230,420","129,961","95,477",,"265,846","128,985","118,328","18,533","130,781","59,844","63,466","7,471","120,501","101,261",,1.5,3.5,4,"674,669","334,178","91,558","184,703","36,890","5,045","22,295","489,314","267,816","64,558","112,634","29,330","3,771","11,205"
New Hampshire,33,NH,1,New Hampshire 1st,NH-01,93.7,1,2.2,1.9,0.2,1,36.3,36.3,"$71,858","371,973","173,344","179,259",,"356,812","179,148","173,419",,"353,603","186,598","163,977",,"353,451","161,828","157,011","34,612","242,736","116,769","125,508",459,"171,650","158,659",,-2,-1.2,-0.5,"658,233","607,603","7,643","18,305","13,357","1,176","10,149","514,495","481,892","5,135","11,377","9,906",916,"5,269"
New Hampshire,33,NH,2,New Hampshire 2nd,NH-02,93.5,0.8,2.2,2.2,0.2,1.1,35.1,34.6,"$68,252","360,294","175,182","166,531",,"351,587","190,413","156,499",,"354,008","198,228","152,557",,"350,189","174,386","158,960","16,843","238,149","130,679","106,857",613,"169,275","152,977",,0.2,2.9,2.8,"658,237","607,447","5,982","18,399","15,213","1,517","9,679","514,741","481,039","4,301","11,557","11,180","1,208","5,456"
New Jersey,34,NJ,1,New Jersey 1st,NJ-01,68.9,15.4,9.9,4.5,0.2,1.2,30.9,33.3,"$67,318","329,188","199,386","118,880",,"326,134","212,236","110,377",,"340,075","219,874","116,242",,"305,473","183,231","112,388","9,854","162,492","93,315","64,073","5,104","210,470","92,459",,11.5,13.8,11.7,"731,714","480,423","119,179","84,785","32,984","1,128","13,215","556,968","383,899","85,825","54,875","24,852",854,"6,663"
New Jersey,34,NJ,2,New Jersey 2nd,NJ-02,71,11.8,12.2,3.5,0.3,1.2,25.3,29.6,"$59,105","321,004","147,656","162,486",,"311,778","166,906","141,479",,"328,805","174,840","149,736",,"297,795","110,838","176,338","10,619","177,148","66,026","108,875","2,247","116,463","166,679",,-3.5,2.2,0.2,"732,326","495,309","90,019","105,485","26,175","2,089","13,249","564,025","400,427","66,558","68,994","19,629","1,642","6,775"
New Jersey,34,NJ,3,New Jersey 3rd,NJ-03,80,9.8,5.6,3.2,0.1,1.4,32.3,33.3,"$71,196","365,240","165,090","187,703",,"345,812","179,028","163,203",,"367,978","188,210","175,525",,"328,060","127,526","194,596","5,938","186,103","82,537","100,471","3,095","145,509","174,257",,-4.3,0.3,-1.9,"733,895","571,319","74,882","47,920","24,343",888,"14,543","571,390","457,098","55,799","31,913","18,146",691,"7,743"
New Jersey,34,NJ,4,New Jersey 4th,NJ-04,80.5,6.2,8.5,3.8,0.1,0.9,38.7,41.1,"$78,467","356,583","146,191","198,859",,"332,612","148,622","180,439",,"355,041","160,660","190,307",,"332,684","111,532","211,992","9,160","174,849","54,415","118,826","1,608","108,097","195,186",,-8.7,-6.8,-7.9,"732,848","578,886","46,412","69,676","27,558",643,"9,673","547,849","440,802","34,160","46,528","20,703",510,"5,146"
New Jersey,34,NJ,5,New Jersey 5th,NJ-05,75.4,4.4,10.1,8.8,0.1,1.1,46.1,46.2,"$96,349","364,545","173,963","178,058",,"338,580","162,305","172,486",,"363,746","176,486","183,854",,"337,701","172,587","157,690","7,424","188,921","81,808","104,678","2,435","130,102","167,503",,-1.7,-3.5,-4.7,"734,272","542,510","32,124","81,017","66,519",935,"11,167","559,815","422,171","24,644","56,682","49,511",691,"6,116"
New Jersey,34,NJ,6,New Jersey 6th,NJ-06,55.2,9,17.6,16.5,0.1,1.7,38.5,37.7,"$75,203","289,648","162,857","117,679",,"265,918","163,391","99,466",,"292,048","170,603","118,187",,"263,435","167,895","91,908","3,632","120,457","72,190","46,891","1,376","152,310","84,831",,6.9,10.2,5.4,"733,855","381,645","68,724","143,987","123,372","1,046","15,081","566,466","312,435","51,098","99,520","93,297",633,"9,483"
New Jersey,34,NJ,7,New Jersey 7th,NJ-07,77.4,3.9,10,7.8,0.1,0.9,52.2,53.7,"$101,746","371,592","180,530","176,386",,"340,175","157,635","178,521",,"364,851","172,330","188,352",,"343,635","148,188","185,850","9,597","175,997","68,232","104,287","3,478","123,090","175,704",,-0.5,-5.1,-5.9,"732,573","554,527","28,675","77,840","59,668",475,"11,388","547,532","423,711","21,189","54,670","42,569",350,"5,043"
New Jersey,34,NJ,8,New Jersey 8th,NJ-08,30.4,8.6,50.3,8.6,0.1,2,31.9,49.1,"$55,090","229,736","173,834","49,336",,"207,307","162,232","43,032",,"217,359","159,013","56,502",,"174,889","134,733","32,337","7,819","79,518","61,510","15,141","2,867","130,858","31,769",,26.8,27.1,20.1,"732,104","203,075","66,204","387,383","58,044",987,"16,411","572,563","174,044","49,401","287,873","49,000",653,"11,592"
New Jersey,34,NJ,9,New Jersey 9th,NJ-09,45.6,9.5,31.2,12.2,0.1,1.4,32.1,35.9,"$60,867","276,738","177,954","91,696",,"253,218","173,082","77,951",,"266,738","170,663","93,912",,"233,242","162,642","65,376","5,224","120,459","82,498","36,246","1,715","162,834","55,094",,14.9,17,10.8,"729,408","310,114","71,060","247,761","87,347",788,"12,338","559,066","255,127","52,933","174,465","68,340",519,"7,682"
New Jersey,34,NJ,10,New Jersey 10th,NJ-10,23.8,50.1,16.8,6.9,0.2,2.3,27.8,44.2,"$47,184","274,410","233,822","35,111",,"272,407","239,483","31,379",,"285,386","242,306","41,562",,"222,771","190,856","26,450","5,465","112,123","95,734","14,154","2,235","201,435","24,271",,35.8,36.5,31.7,"735,256","158,829","377,722","130,777","47,276","1,650","19,002","556,646","132,238","278,777","93,309","38,307","1,182","12,833"
New Jersey,34,NJ,11,New Jersey 11th,NJ-11,79,3.4,8,8.5,0.1,1.1,52,52.3,"$102,205","380,595","182,334","185,696",,"350,909","163,493","183,775",,"375,701","176,436","195,675",,"334,992","130,162","194,299","10,531","174,932","65,477","109,455",0,"123,935","182,239",,-1.6,-4.9,-6.3,"732,771","567,938","24,936","64,056","63,677",544,"11,620","564,075","445,480","19,069","45,200","47,903",380,"6,043"
New Jersey,34,NJ,12,New Jersey 12th,NJ-12,53.9,16.7,14.3,13.5,0.1,1.5,43.3,47.1,"$78,982","314,766","204,661","100,043",,"298,083","198,197","96,642",,"310,510","204,001","103,354",,"288,634","181,430","92,407","14,797","148,366","90,430","54,168","3,768","189,938","80,907",,16.1,15.3,12.7,"730,872","370,303","125,464","114,457","104,827","1,054","14,767","560,285","302,134","93,303","80,114","75,600",679,"8,455"
New Mexico,35,NM,1,New Mexico 1st,NM-01,46.9,2.4,43.5,2.2,3.5,1.5,31.6,47.4,"$47,199","285,170","147,250","100,132",,"282,195","155,915","111,749",,"298,305","178,068","116,302",,"277,967","181,088","96,879",0,"180,032","105,474","74,558",0,"162,924","112,473",,8.4,6.3,6.8,"686,391","288,232","16,016","329,665","14,776","24,773","12,929","523,774","245,411","12,598","227,802","11,729","18,281","7,953"
New Mexico,35,NM,2,New Mexico 2nd,NM-02,45.3,1.6,46.9,0.8,4.3,1.1,20.1,29.1,"$41,232","234,095","93,363","117,211",,"230,391","103,438","119,168",,"244,530","118,400","122,705",,"228,813","85,232","143,514",67,"147,777","52,499","95,209",69,"92,162","133,180",,-6.8,-5.5,-4.6,"686,420","275,624","10,725","355,689","5,258","30,590","8,534","508,668","230,525","8,306","238,436","4,291","21,756","5,354"
New Mexico,35,NM,3,New Mexico 3rd,NM-03,43.7,1.3,36.4,1.2,16.1,1.3,27.4,42.1,"$48,061","279,053","144,621","102,323",,"271,171","155,982","104,871",,"287,324","175,953","107,825",,"273,342","170,612","102,730",0,"184,076","113,249","70,775",52,"167,103","97,616",,7.5,7.8,8.3,"686,368","269,954","8,721","268,049","7,517","120,005","12,122","508,065","221,912","6,549","185,088","5,923","81,925","6,668"
New York,36,NY,1,New York 1st,NY-01,80,4.3,11.2,3.3,0.2,1,34.3,35.7,"$86,645","336,437","141,900","183,233",,"295,673","146,708","145,115",,"328,315","168,611","156,394",,"297,237","121,982","175,168",87,"172,865","78,722","94,035",108,"146,179","132,304",,-7.5,-1.7,-1.8,"717,177","558,724","32,109","89,960","24,029","1,735","10,620","549,345","439,385","23,385","61,325","18,374","1,304","5,572"
New York,36,NY,2,New York 2nd,NY-02,68.8,8.5,18.5,2.9,0.1,1.1,30,33.4,"$89,668","313,286","137,680","165,908",,"272,663","140,817","128,791",,"304,670","156,151","145,890",,"280,203","105,100","174,961",142,"139,330","41,814","95,177","2,339","100,545","142,309",,-5.8,0.3,-2,"718,757","475,083","64,067","146,936","20,965","1,055","10,651","546,482","376,200","46,322","101,349","15,885",753,"5,973"
New York,36,NY,3,New York 3rd,NY-03,73.9,2.9,9,12.7,0.1,1.4,51.8,54.3,"$102,602","345,275","178,288","156,942",,"306,221","155,451","147,617",,"341,582","182,847","155,946",,"308,809","162,947","145,706",156,"164,375","90,032","74,269",74,"157,880","113,203",,2.1,-0.7,0.3,"717,864","520,046","20,752","69,966","93,704",651,"12,745","553,265","409,130","15,942","49,938","70,254",431,"7,570"
New York,36,NY,4,New York 4th,NY-04,63.2,13.5,16.5,5.4,0.1,1.3,40.7,48.1,"$97,111","336,811","179,845","147,469",,"308,119","173,508","131,750",,"334,969","185,400","147,199",,"311,289","185,286","125,865",138,"170,099","89,793","80,127",179,"163,955","85,693",,3.8,4.9,2.1,"718,843","438,618","98,985","129,190","39,499",828,"11,723","552,258","349,205","74,349","91,252","29,883",534,"7,035"
New York,36,NY,5,New York 5th,NY-05,13.1,50.1,17.9,11.4,0.5,7.1,24.3,35.5,"$65,012","246,961","211,667","31,322",,"212,347","192,374","19,325",,"240,009","206,652","32,558",,"233,531","199,552","30,257","3,722","79,821","75,712",0,"4,109","167,836","17,875",,36,38.9,32.7,"710,048","85,259","355,785","133,873","80,160","4,151","50,820","539,006","70,612","269,874","96,565","61,389","2,543","38,023"
New York,36,NY,6,New York 6th,NY-06,39.7,3.7,17.4,37.1,0.1,2,36.2,42.1,"$59,696","207,285","134,970","66,487",,"185,058","125,496","57,455",,"199,891","126,794","71,419",,"189,433","136,506","50,617","2,310","55,963","55,368",0,595,"111,501","50,846",,15.9,16.6,10.3,"724,580","277,856","26,223","133,838","268,850",859,"16,954","590,986","234,736","21,808","102,540","219,479",529,"11,894"
New York,36,NY,7,New York 7th,NY-07,28.6,8.4,41.3,19.5,0.2,2,33,59.9,"$49,420","204,473","177,664","21,198",,"180,591","159,552","18,671",,"188,388","158,908","28,083",,"189,888","172,145","17,477",266,"63,812","56,593","5,713","1,506","143,930",0,,38.2,37.6,31.3,"714,039","199,545","59,712","306,463","131,025","1,427","15,867","542,978","155,395","45,490","224,396","105,795",954,"10,948"
New York,36,NY,8,New York 8th,NY-08,24.5,51.5,16.9,4.7,0.2,2.2,30.9,51.2,"$47,220","254,930","215,689","34,356",,"235,295","210,018","23,869",,"242,177","208,300","32,971",,"230,203","214,595",0,"15,608","83,999","77,255",0,"6,744","184,039","17,650",,35.1,37.8,32.6,"718,016","155,930","378,439","131,873","33,159","1,863","16,752","550,237","134,637","283,398","93,051","25,820","1,350","11,981"
New York,36,NY,9,New York 9th,NY-09,31.2,50.2,10.6,5.9,0.2,2,37.3,64,"$51,148","253,789","211,812","36,600",,"239,547","204,281","33,156",,"248,224","208,748","38,289",,"232,094","214,189",0,"17,905","92,569","82,659",0,"9,910","186,141","24,164",,34.2,34.1,30.8,"727,032","221,159","364,537","81,691","42,491","1,464","15,690","558,573","174,104","280,141","59,320","33,036","1,026","10,946"
New York,36,NY,10,New York 10th,NY-10,65.5,4,11.9,16.8,0.1,1.8,60.3,69.4,"$81,834","261,945","205,114","49,179",,"235,821","173,650","58,992",,"259,039","195,974","60,682",,"246,216","192,122","53,806",288,"101,881","89,080",0,"12,801","165,743","39,413",,29.5,22.7,22.7,"716,260","468,129","26,602","86,976","118,122",668,"15,763","580,997","380,321","23,210","68,915","97,406",502,"10,643"
New York,36,NY,11,New York 11th,NY-11,66.8,6.3,13.9,11.5,0.1,1.3,34.4,38,"$66,344","248,457","108,807","133,232",,"213,991","110,407","101,262",,"231,976","112,035","118,106",,"232,317","85,257","142,934","4,126","107,363","45,244","58,886","3,233","92,430","103,118",,-6.2,0.2,-5,"717,007","460,023","49,361","112,464","82,346",937,"11,876","556,859","372,108","35,303","77,422","63,896",677,"7,453"
New York,36,NY,12,New York 12th,NY-12,68.5,4.5,12.3,12.6,0.1,2,71.5,77.9,"$93,649","306,909","255,601","41,383",,"267,692","205,919","57,575",,"303,389","243,155","57,238",,"293,858","244,199","49,350",309,"113,429","90,603","22,731",95,"194,370","46,841",,35,26.2,27.3,"714,002","477,788","33,212","95,507","89,018",784,"17,693","632,656","433,299","28,199","77,976","79,587",634,"12,961"
New York,36,NY,13,New York 13th,NY-13,14.1,27.1,52.6,4.3,0.2,1.7,31.5,71.4,"$39,258","252,393","232,925","13,727",,"231,787","219,361","10,558",,"242,035","225,863","14,845",,"233,521","206,994","16,083","10,444","78,353","68,396",0,"9,957","175,016","12,147",,43.3,43.4,40.1,"717,786","88,040","191,448","395,346","28,345","1,507","13,100","556,707","78,594","150,964","292,926","23,669","1,101","9,453"
New York,36,NY,14,New York 14th,NY-14,27.5,9.8,44.8,15.7,0.1,1.9,25.6,38.6,"$52,346","194,923","151,407","38,560",,"169,552","136,783","30,978",,"177,831","135,243","41,288",,"178,323","147,587","30,545",191,"57,204","50,352",0,"6,852","120,761","21,755",,28.6,29.6,22.9,"718,956","180,405","68,716","340,333","112,822","1,301","15,379","569,765","156,944","55,923","255,405","89,677",792,"11,024"
New York,36,NY,15,New York 15th,NY-15,2.7,29.4,64.3,1.9,0.2,1.4,13.9,24.9,"$26,047","191,383","179,454","9,371",,"177,129","171,366","5,315",,"180,295","170,498","9,382",,"174,036","165,688","6,129","2,219","56,563","54,906",0,"1,657","152,661","4,427",,43.9,45,41.1,"717,177","16,683","207,587","468,193","12,599","1,750","10,365","504,655","13,803","148,231","324,538","9,718","1,097","7,268"
New York,36,NY,16,New York 16th,NY-16,41.9,30.1,21.3,4.7,0.2,1.9,38.7,55,"$66,325","283,114","212,644","63,590",,"267,814","197,365","68,373",,"282,279","205,897","74,591",,"222,230","209,857",0,"12,373","100,391","99,658",0,733,"179,562","53,935",,25.9,22.3,19.7,"720,278","284,884","217,509","166,839","33,438","1,479","16,129","549,246","229,997","165,324","116,799","25,739","1,061","10,326"
New York,36,NY,17,New York 17th,NY-17,64,10,18.7,5.9,0.1,1.2,44.4,51.8,"$89,905","318,220","186,437","122,339",,"294,401","168,020","123,190",,"313,081","181,604","128,934",,"216,585","214,530",0,"2,055","174,062","98,158","75,781",123,"171,417","91,899",,9.3,5.7,4.8,"712,306","449,438","69,360","139,459","41,121",818,"12,110","531,665","340,399","53,172","99,501","31,429",592,"6,572"
New York,36,NY,18,New York 18th,NY-18,74.3,8.2,13.1,2.9,0.2,1.4,34.6,38.1,"$79,540","310,455","146,175","152,137",,"290,894","149,610","137,144",,"312,234","162,618","146,308",,"291,527","162,060","129,369",98,"179,091","88,993","85,660","4,438","143,845","133,049",,-2.1,0.2,-1,"719,723","516,970","60,095","106,451","20,631","1,359","14,217","536,296","398,549","44,016","70,038","15,322","1,059","7,312"
New York,36,NY,19,New York 19th,NY-19,87.9,4,5.4,1.3,0.2,1.1,28.3,29.1,"$58,298","319,444","140,515","162,260",,"303,112","157,967","138,981",,"331,779","175,763","150,323",,"303,852","138,800","164,800",252,"204,173","72,470","131,594",109,"134,295","150,245",,-4.7,1.2,0.2,"717,341","619,384","29,089","45,225","9,806","1,450","12,387","568,027","499,401","22,810","30,611","7,549","1,186","6,470"
New York,36,NY,20,New York 20th,NY-20,82.6,7.7,4.2,3.5,0.2,1.8,36.4,38,"$61,393","325,088","175,390","131,559",,"315,032","186,460","122,230",,"340,274","198,366","135,529",,"313,942","213,021","100,738",183,"204,329","125,111","79,104",114,"203,401","93,778",,6,8.4,5.7,"717,751","571,278","61,694","37,650","26,280","1,338","19,511","565,607","467,009","43,570","23,891","19,872","1,012","10,253"
New York,36,NY,21,New York 21st,NY-21,92.1,2.9,2.4,0.8,0.8,0.9,22.6,23.1,"$51,580","279,438","111,760","150,481",,"265,850","138,889","122,471",,"290,642","150,137","135,821",,"272,606","82,161","177,886","12,559","174,668","59,063","96,226","19,379","126,631","121,646",,-8.5,1.2,-1.2,"718,128","657,759","18,944","19,159","5,955","6,217","10,094","560,156","516,165","16,127","13,459","4,649","4,546","5,210"
New York,36,NY,22,New York 22nd,NY-22,90.7,3.3,2.5,2.1,0.3,1,23.4,23.4,"$50,416","289,954","114,016","158,913",,"277,217","135,172","136,500",,"302,473","148,425","148,580",,"278,531","114,266","129,444","34,821","131,932",0,"129,851","2,081","102,080","157,941",,-9.3,-2.2,-3.7,"717,428","640,110","25,634","22,476","15,399","1,873","11,936","562,336","510,303","18,632","14,321","11,787","1,506","5,787"
New York,36,NY,23,New York 23rd,NY-23,91.1,2.6,2.7,2.1,0.5,1.1,26.3,25.8,"$49,592","290,013","115,010","158,155",,"276,891","133,949","137,312",,"303,285","150,412","147,913",,"279,735","118,584","161,050",101,"183,481","70,242","113,130",109,"127,535","137,669",,-9,-2.6,-3.3,"715,904","644,134","18,738","22,745","13,705","4,034","12,548","561,120","511,079","14,565","14,876","11,591","2,922","6,087"
New York,36,NY,24,New York 24th,NY-24,86.2,6.8,2.9,2.2,0.6,1.3,30.5,31.3,"$55,014","308,574","151,021","139,763",,"300,621","171,502","123,534",,"323,571","181,776","135,928",,"302,115","119,040","182,761",314,"199,222","80,304","118,474",444,"143,044","127,054",,0.8,6.2,3.5,"717,111","600,220","55,154","26,233","15,978","4,161","15,365","553,204","476,812","37,739","16,208","12,193","3,306","6,946"
New York,36,NY,25,New York 25th,NY-25,75.9,13.2,6,3.3,0.2,1.3,36.3,41.6,"$53,594","329,443","182,896","128,955",,"319,454","187,753","125,897",,"342,056","201,012","136,481",,"325,831","182,950","142,650",231,"192,971","96,803","95,932",236,"179,810","133,389",,7.5,7.9,5.9,"717,894","517,207","107,007","53,459","23,957","1,519","14,745","555,664","421,837","73,268","33,483","18,571","1,231","7,274"
New York,36,NY,26,New York 26th,NY-26,75.1,15.9,4.3,3,0.5,1.2,29.8,32.9,"$45,106","304,440","175,336","115,558",,"302,388","193,362","103,743",,"328,709","208,504","115,099",,"288,679","215,289","73,377",13,"166,124","113,210","52,909",5,"212,588","71,666",,9.2,13.1,10.7,"716,906","512,316","126,679","38,873","21,521","3,566","13,951","565,026","424,531","90,025","24,145","16,871","2,717","6,737"
